,brain,group1,muscle,epithelial,digestive
402,0,1,1,0,0
403,0,0,0,1,0
404,1,1,1,0,1
405,0,1,1,0,0
406,1,1,0,1,0
407,0,1,1,0,1
408,1,0,1,0,1
409,0,0,1,1,0
410,1,0,0,1,0
411,1,1,0,0,0
412,0,1,0,0,1
413,0,1,0,0,0
414,1,0,1,1,1
415,1,0,1,1,1
416,1,0,1,0,1
417,0,1,1,1,1
418,0,1,0,0,0
419,0,0,0,1,1
420,0,0,0,0,0
421,0,1,1,1,0
422,0,0,0,0,1
423,1,0,0,1,1
424,0,0,1,1,0
425,0,1,0,0,1
426,0,1,1,1,1
427,1,0,1,1,1
428,1,0,0,1,1
429,1,0,0,1,0
430,0,1,1,1,0
431,0,0,0,1,0
432,1,1,1,1,1
433,0,0,0,1,1
434,1,0,1,0,0
435,1,0,0,0,0
436,0,0,1,0,0
437,1,0,1,1,1
438,1,1,0,0,1
439,0,1,0,1,0
440,1,0,0,1,1
441,1,0,0,1,0
442,1,1,1,0,1
443,1,0,0,1,1
444,1,0,1,0,0
445,1,0,0,0,1
446,0,0,1,0,0
447,0,1,0,0,0
448,1,1,1,0,0
449,0,0,1,0,0
450,0,0,0,0,1
451,0,1,1,1,1
452,0,0,0,0,1
453,0,0,0,1,0
454,0,0,0,0,1
455,1,0,0,0,0
456,0,1,1,1,1
457,0,0,0,1,1
458,1,0,0,0,0
459,0,0,1,1,1
460,1,0,0,0,0
461,1,1,1,0,0
462,0,0,1,0,0
463,1,0,0,1,1
464,0,0,0,1,1
465,0,0,0,1,1
466,0,0,0,1,0
467,0,0,0,0,1
468,0,1,0,1,0
469,0,0,0,1,0
470,1,1,0,0,0
471,1,0,0,1,1
472,0,0,1,1,1
473,1,0,1,0,0
474,0,1,0,1,0
475,0,0,0,1,1
476,1,0,0,0,0
477,1,1,1,0,0
478,0,1,0,1,0
479,0,0,0,0,1
480,0,0,0,0,1
481,1,1,1,0,1
482,0,0,1,0,0
483,0,1,0,1,1
484,1,0,0,0,0
485,1,0,0,0,0
486,1,0,1,1,0
487,0,0,1,0,0
488,0,0,0,0,0
489,0,0,1,0,0
490,0,0,1,0,0
491,0,0,1,1,1
492,1,1,0,1,1
493,0,1,0,0,0
494,0,1,1,0,1
495,0,1,0,1,0
496,1,0,0,1,1
497,1,0,1,0,0
498,0,1,0,0,1
499,0,1,1,0,0
500,0,1,0,1,1
501,0,0,0,1,1
502,0,1,0,1,0
503,0,0,0,0,1
504,0,0,0,1,0
505,1,1,0,0,1
506,1,1,0,1,1
507,1,0,0,0,1
508,1,1,1,0,1
509,1,1,1,0,0
510,0,0,0,1,1
511,1,1,0,0,0
512,0,0,0,0,1
513,1,1,1,0,1
514,1,0,0,1,0
515,0,1,1,0,0
516,1,0,1,0,0
517,1,0,1,0,0
518,1,1,0,0,1
519,0,1,0,1,0
520,0,0,0,0,0
521,1,0,0,0,0
522,0,0,1,0,1
523,0,0,1,0,1
524,1,1,1,1,0
525,1,0,1,1,0
526,1,1,1,0,0
527,0,1,0,1,0
528,0,0,0,1,1
529,1,0,1,0,0
530,1,0,0,1,1
531,1,1,0,1,0
532,0,0,0,0,0
533,0,0,1,1,0
534,1,1,1,0,1
535,1,0,0,0,1
536,0,0,0,0,1
537,0,0,1,0,0
538,0,1,1,0,1
539,0,0,1,0,0
540,0,1,1,1,1
541,0,0,1,0,0
542,1,1,0,0,1
543,0,1,1,1,1
544,0,1,1,0,0
545,1,1,1,0,0
546,0,0,1,0,1
547,0,1,0,1,1
548,1,1,1,1,0
549,0,0,1,0,0
550,0,0,0,1,1
551,1,0,0,0,1
552,1,0,0,0,0
553,1,0,1,1,0
554,0,0,0,1,0
555,1,0,0,0,1
556,1,0,0,0,1
557,0,0,1,0,1
558,0,0,0,0,0
559,1,1,0,1,1
560,1,1,0,1,1
561,0,1,0,0,1
562,0,0,0,0,1
563,0,1,1,0,1
564,1,0,0,1,1
565,1,0,1,1,0
566,0,1,0,0,0
567,1,0,0,0,0
568,1,0,0,0,0
569,1,1,0,0,0
570,1,1,0,1,0
571,0,0,0,0,1
572,1,1,0,0,1
573,0,1,1,0,0
574,1,1,1,1,0
575,1,0,0,0,0
576,1,0,0,0,0
577,0,0,1,1,1
578,1,1,1,1,0
579,0,0,0,1,0
580,0,0,1,0,0
581,0,0,0,1,0
582,0,0,1,1,1
583,1,0,0,1,0
584,0,0,1,1,1
585,0,0,0,1,1
586,1,0,0,1,0
587,0,0,1,0,0
588,1,0,0,1,0
589,0,1,1,0,1
590,0,1,0,1,0
591,0,0,1,1,0
592,1,0,0,1,0
593,1,1,0,0,0
594,1,1,0,1,1
595,0,0,1,0,0
596,0,0,0,1,0
597,1,1,1,1,1
598,0,0,1,1,0
599,1,0,1,1,1
600,1,0,1,0,1
601,1,1,1,0,0
602,1,1,1,0,0
603,0,0,0,1,1
604,0,0,0,1,0
605,1,1,1,0,0
606,0,0,0,1,0
607,0,0,0,0,0
608,1,1,1,0,0
609,0,0,0,1,1
610,0,1,0,0,1
611,1,0,0,0,1
612,0,0,1,0,0
613,0,1,0,0,0
614,1,0,1,1,0
615,0,0,0,0,0
616,0,1,0,1,1
617,0,0,0,0,1
618,0,0,1,0,1
619,1,0,0,0,0
620,0,0,1,0,0
621,0,1,0,0,1
622,0,1,1,0,1
623,0,0,1,0,0
624,0,0,1,1,0
625,1,0,0,0,1
626,1,1,0,1,0
627,1,0,1,1,0
628,1,1,1,1,0
629,0,0,0,1,0
630,1,0,0,0,1
631,0,1,1,1,1
632,1,1,0,0,1
633,0,0,1,0,0
634,1,0,0,0,0
635,0,1,1,0,0
636,1,0,1,1,1
637,1,0,0,1,1
638,1,1,1,0,1
639,1,0,0,0,1
640,1,0,1,1,0
641,1,1,1,1,1
642,0,1,0,0,0
643,0,0,0,1,1
644,0,1,1,0,1
645,1,0,1,0,0
646,1,1,1,0,1
647,1,1,0,0,1
648,1,0,0,1,0
649,0,0,0,0,0
650,0,0,0,1,1
651,1,1,1,0,1
652,1,0,0,0,0
653,1,0,0,1,0
654,1,0,0,1,0
655,0,0,0,1,0
656,1,1,0,1,0
657,1,1,0,1,0
658,0,1,0,1,0
659,1,1,0,0,1
660,1,0,1,0,1
661,0,0,1,0,0
662,0,0,0,1,0
663,0,0,1,0,1
664,1,1,0,1,1
665,1,1,1,1,0
666,1,1,0,0,0
667,1,1,1,1,1
668,1,0,0,0,0
669,1,1,0,0,1
670,1,1,0,0,0
671,0,0,0,0,0
672,0,0,1,0,1
673,0,0,0,0,0
674,1,0,1,0,0
675,0,0,1,1,0
676,0,1,0,0,1
677,0,0,1,1,1
678,1,0,0,1,0
679,1,0,1,0,1
680,1,1,1,1,0
681,0,0,0,0,1
682,0,1,1,0,0
683,0,1,1,0,0
684,0,0,0,0,0
685,1,1,1,0,0
686,0,1,1,1,1
687,1,1,1,0,1
688,0,0,1,0,0
689,0,0,0,0,0
690,0,0,0,1,0
691,0,0,1,0,0
692,1,1,0,1,0
693,1,1,1,0,0
694,0,0,0,1,1
695,0,0,1,1,0
696,1,1,1,0,1
697,0,1,0,0,0
698,0,1,0,0,1
699,0,0,0,1,1
700,0,0,1,0,1
701,1,0,0,0,1
702,0,1,1,0,1
703,1,1,1,1,0
704,0,1,0,0,0
705,1,1,1,0,0
706,0,1,0,1,0
707,0,0,1,0,1
708,1,0,0,0,0
709,1,0,1,0,0
710,1,0,0,0,1
711,1,1,1,1,1
712,0,0,0,0,1
713,0,0,0,1,0
714,1,1,1,1,1
715,0,0,0,1,1
716,1,1,0,0,1
717,0,0,0,1,1
718,0,0,1,0,1
719,1,0,0,1,1
720,1,0,1,1,0
721,1,0,0,0,0
722,1,1,0,1,1
723,1,0,0,0,1
724,0,0,0,0,0
725,1,1,1,0,0
726,0,0,1,0,0
727,0,1,1,0,0
728,1,1,0,0,1
729,0,1,0,0,1
730,1,1,1,1,0
731,0,0,0,0,0
732,0,0,1,0,0
733,1,0,0,0,0
734,0,1,0,0,1
735,1,0,0,1,1
736,0,0,0,0,0
737,1,0,1,0,0
738,0,0,1,0,0
739,0,1,0,0,1
740,0,0,1,1,1
741,1,1,1,0,1
742,1,0,1,0,1
743,0,0,1,1,1
744,0,1,0,1,0
745,0,0,0,0,1
746,0,1,0,0,1
747,1,0,0,0,0
748,0,0,0,0,1
749,0,1,1,0,1
750,0,0,1,0,0
751,0,0,1,0,0
752,1,0,0,0,0
753,1,0,1,0,1
754,1,0,0,0,0
755,0,1,1,0,0
756,0,1,0,0,1
757,0,1,0,0,1
758,0,0,0,0,1
759,1,1,0,1,1
760,0,0,0,0,1
761,1,0,0,0,0
762,0,1,1,1,0
763,1,0,1,0,0
764,0,0,0,0,0
765,1,0,0,1,0
766,0,0,0,1,1
767,0,1,0,0,1
768,0,1,1,1,1
769,1,0,1,1,0
770,0,0,0,0,0
771,1,1,0,0,0
772,1,1,1,0,0
773,0,0,1,0,0
774,0,0,0,0,1
775,0,1,0,1,0
776,1,1,0,1,1
777,1,1,0,1,1
778,1,1,0,1,1
779,1,1,0,0,1
780,1,0,0,0,1
781,1,0,0,0,0
782,1,1,1,1,0
783,1,1,1,0,0
784,0,0,1,0,1
785,0,0,0,0,1
786,1,1,0,1,0
787,0,0,0,0,0
788,1,1,1,0,0
789,1,0,1,0,0
790,0,1,0,0,0
791,0,1,0,1,1
792,0,1,1,0,0
793,0,1,0,0,1
794,1,0,0,1,0
795,1,0,1,0,1
796,0,0,1,0,0
797,0,0,0,1,1
798,1,1,1,0,0
799,1,0,0,1,1
800,0,0,0,0,1
801,1,1,0,1,0
802,0,0,1,1,0
803,0,0,0,0,0
804,1,0,0,1,0
805,0,1,1,1,0
806,1,1,1,1,0
807,0,0,0,1,1
808,1,0,0,0,0
809,0,0,1,0,1
810,1,0,1,0,1
811,1,0,1,0,0
812,1,0,1,0,0
813,1,0,0,1,1
814,0,1,0,0,1
815,1,0,0,1,0
816,0,0,0,1,0
817,0,1,0,0,0
818,0,1,1,1,0
819,0,0,0,1,0
820,0,1,0,1,1
821,1,0,1,0,1
822,1,0,1,1,0
823,0,0,0,0,1
824,1,0,1,1,0
825,1,1,0,1,1
826,1,0,1,0,1
827,1,0,1,0,0
828,0,0,0,1,0
829,1,0,1,1,1
830,0,0,0,0,1
831,0,1,0,1,0
832,0,0,1,0,0
833,0,0,0,0,1
834,1,1,0,1,0
835,0,1,0,1,1
836,1,0,0,1,0
837,1,1,0,1,1
838,1,0,0,1,0
839,0,1,0,0,1
840,0,1,1,0,1
841,0,1,0,0,1
842,0,1,0,1,1
843,0,1,1,1,1
844,1,0,0,1,1
845,0,0,0,1,0
846,1,0,0,1,0
847,0,1,1,1,1
848,0,1,0,0,0
849,1,1,1,0,1
850,0,1,1,0,0
851,0,1,0,1,1
852,0,0,1,1,0
853,0,0,0,0,0
854,1,1,1,1,1
855,0,0,0,0,1
856,0,0,1,1,1
857,1,1,1,0,0
858,1,0,1,0,0
859,1,0,0,0,1
860,1,1,0,0,0
861,0,0,0,1,0
862,0,1,1,0,0
863,1,0,1,0,0
864,1,1,0,1,1
865,1,0,0,0,0
866,0,0,0,0,0
867,0,1,0,1,0
868,0,0,1,0,0
869,0,1,1,0,1
870,0,0,0,1,1
871,0,0,1,0,0
872,0,0,0,0,1
873,1,1,0,0,1
874,1,1,0,1,0
875,0,0,0,0,0
876,1,0,1,1,1
877,1,0,1,0,0
878,1,0,1,0,1
879,1,1,0,0,0
880,0,0,0,1,0
881,0,0,0,0,1
882,0,0,0,0,0
883,1,0,1,0,0
884,0,1,1,0,0
885,0,1,1,0,0
886,1,0,0,0,0
887,0,1,0,0,1
888,1,1,0,1,0
889,0,1,1,0,0
890,1,1,0,1,1
891,0,1,1,1,1
892,0,0,0,0,0
893,0,1,0,0,1
894,1,0,1,1,1
895,0,0,1,1,1
896,0,0,1,1,1
897,0,1,1,0,1
898,1,0,0,0,0
899,1,0,0,1,1
900,1,1,1,1,0
901,0,1,1,1,1
902,0,0,1,0,0
903,1,0,0,1,0
904,0,1,1,1,1
905,1,1,1,1,0
906,0,1,0,0,1
907,0,0,0,1,0
908,1,1,1,0,1
909,0,1,0,0,1
910,1,0,1,1,1
911,1,0,0,1,1
912,0,1,0,0,0
913,0,1,1,0,0
914,1,1,0,1,1
915,0,0,1,0,0
916,0,0,0,1,0
917,1,0,0,1,1
918,1,1,1,1,1
919,1,1,0,0,1
920,0,0,0,0,1
921,1,1,0,0,1
922,0,0,1,0,1
923,1,0,0,0,0
924,1,0,1,0,0
925,0,0,1,0,0
926,1,0,1,1,0
927,1,1,1,1,1
928,1,1,1,1,1
929,0,0,1,0,0
930,0,0,0,0,0
931,1,1,1,0,1
932,0,0,0,1,0
933,0,1,1,0,1
934,0,1,0,0,0
935,1,1,0,0,0
936,1,1,1,1,1
937,0,0,0,1,0
938,0,0,0,0,0
939,1,0,1,0,1
940,0,1,0,1,0
941,0,0,1,1,0
942,0,1,1,0,1
943,0,1,0,1,1
944,0,0,1,0,0
945,0,0,1,1,0
946,0,0,0,0,1
947,0,1,1,0,0
948,1,1,0,1,1
949,0,0,0,0,0
950,1,1,0,0,0
951,1,0,1,0,0
952,0,0,0,0,1
953,0,0,0,1,1
954,1,0,0,1,0
955,0,1,1,0,0
956,1,0,0,0,1
957,1,0,0,1,0
958,0,0,0,0,0
959,0,0,1,0,1
960,1,0,0,1,0
961,1,0,0,1,1
962,1,0,0,1,1
963,1,1,1,0,1
964,0,0,1,1,1
965,1,1,0,1,0
966,0,0,0,1,1
967,1,1,1,0,0
968,1,1,0,1,0
969,1,0,1,1,1
970,0,0,1,0,1
971,0,1,0,1,0
972,0,0,0,0,0
973,1,0,1,0,0
974,1,1,1,0,0
975,0,1,1,0,0
976,0,1,1,1,1
977,1,0,0,1,0
978,0,0,0,1,1
979,1,1,1,1,1
980,1,0,0,0,0
981,0,0,1,0,1
982,0,1,0,1,1
983,0,1,0,0,0
984,1,0,0,0,0
985,0,0,0,0,0
986,1,0,0,1,1
987,0,1,1,0,0
988,0,1,1,1,1
989,0,1,1,1,0
990,1,0,1,0,0
991,0,1,1,0,0
992,1,0,1,1,0
993,1,0,1,1,1
994,0,0,0,1,0
995,0,1,0,0,0
996,1,0,1,0,0
997,1,0,0,1,0
998,1,1,0,1,0
999,0,1,0,1,1
1000,0,0,0,1,0
1001,0,1,1,1,0
1002,1,1,1,1,0
1003,0,0,0,0,0
1004,1,1,1,0,0
1005,0,1,1,1,1
1006,0,0,0,1,0
1007,0,0,0,1,0
1008,0,0,1,0,0
1009,1,0,1,0,1
1010,0,0,1,1,1
1011,0,1,1,0,0
1012,1,0,0,1,0
1013,1,1,1,1,1
1014,1,1,0,1,0
1015,0,0,0,1,1
1016,0,1,1,1,0
1017,1,0,1,0,1
1018,0,0,0,0,0
1019,1,1,1,0,0
1020,0,0,0,1,1
1021,1,0,1,1,1
1022,1,1,0,1,1
1023,0,1,1,0,1
1024,0,0,0,0,0
1025,0,0,0,1,0
1026,0,1,0,0,1
1027,1,1,0,0,0
1028,1,1,1,0,0
1029,0,0,0,0,1
1030,1,0,0,0,1
1031,0,0,1,0,0
1032,0,1,1,0,1
1033,1,1,0,1,0
1034,1,1,0,1,1
1035,1,0,0,1,0
1036,1,0,1,1,1
1037,1,0,1,0,0
1038,1,0,0,1,1
1039,1,1,1,0,1
1040,0,0,0,1,0
1041,0,0,0,1,0
1042,0,1,0,0,0
1043,0,0,0,1,0
1044,0,0,1,1,1
1045,0,1,0,0,0
1046,0,1,1,0,1
1047,0,1,0,1,0
1048,0,0,0,1,0
1049,0,0,0,0,0
1050,0,1,0,1,0
1051,0,1,1,0,1
1052,1,0,0,0,0
1053,1,1,0,0,1
1054,1,0,0,0,0
1055,1,1,1,0,0
1056,0,0,0,0,0
1057,0,0,0,0,0
1058,1,0,0,0,1
1059,1,0,0,0,1
1060,1,0,1,0,0
1061,0,0,0,1,1
1062,0,0,0,1,0
1063,1,1,1,1,1
1064,0,0,1,0,0
1065,0,1,0,1,0
1066,0,0,1,1,0
1067,0,0,0,0,0
1068,0,1,0,1,1
1069,0,1,0,0,1
1070,1,0,1,1,0
1071,1,1,0,0,0
1072,0,0,1,0,1
1073,0,0,0,0,1
1074,0,1,1,0,0
1075,0,0,0,0,1
1076,0,0,0,0,1
1077,0,0,1,1,0
1078,0,0,1,1,1
1079,1,1,1,0,1
1080,0,0,1,1,0
1081,0,0,0,0,1
1082,0,0,0,0,0
1083,0,1,0,1,0
1084,0,0,0,1,1
1085,1,1,1,0,1
1086,1,1,0,0,0
1087,0,0,0,0,1
1088,1,1,1,1,0
1089,0,0,0,1,1
1090,1,0,1,1,0
1091,0,1,0,0,1
1092,1,0,1,0,0
1093,0,1,0,0,0
1094,1,0,0,0,0
1095,0,0,1,1,1
1096,0,1,1,1,0
1097,0,0,1,1,1
1098,1,0,1,0,0
1099,0,1,0,0,0
1100,0,0,1,0,0
1101,0,1,0,0,0
1102,1,1,1,0,0
1103,0,0,0,0,1
1104,0,0,0,0,0
1105,1,0,0,1,1
1106,1,0,1,1,1
1107,1,0,0,0,0
1108,1,1,0,0,1
1109,1,0,1,0,0
1110,0,0,1,0,1
1111,1,0,1,1,1
1112,0,0,1,0,0
1113,1,0,0,1,0
1114,1,1,0,0,1
1115,0,0,1,0,0
1116,1,0,0,0,1
1117,0,1,1,0,1
1118,1,1,0,0,0
1119,0,0,0,0,0
1120,0,0,0,1,0
1121,0,1,1,0,0
1122,1,1,0,0,1
1123,0,1,1,0,0
1124,0,0,1,0,0
1125,0,1,1,1,0
1126,0,1,0,0,1
1127,1,1,1,0,1
1128,1,1,0,1,1
1129,0,1,1,0,0
1130,0,0,0,0,1
1131,1,0,0,1,1
1132,0,0,0,0,1
1133,0,0,0,0,0
1134,1,0,1,1,0
1135,0,0,0,1,0
1136,1,1,0,0,1
1137,0,0,1,0,1
1138,1,0,1,1,1
1139,0,0,0,0,1
1140,1,1,1,1,0
1141,1,1,0,0,0
1142,0,1,1,1,0
1143,1,0,0,0,0
1144,1,0,0,1,0
1145,0,1,0,0,0
1146,0,1,0,1,0
1147,1,0,0,1,0
1148,0,0,0,1,0
1149,1,0,0,1,0
