,brain,group1,muscle,epithelial,digestive
316,0,1,1,0,1
317,0,0,1,1,1
318,1,0,1,1,0
319,0,1,0,0,0
320,0,1,0,0,0
321,1,1,1,1,0
322,1,1,1,1,0
323,1,1,1,1,1
324,0,0,1,0,0
325,1,0,0,1,1
326,1,0,0,1,0
327,1,0,0,0,1
328,0,0,0,0,1
329,0,1,0,0,1
330,1,1,0,1,1
331,0,0,0,1,0
332,1,0,0,0,0
333,0,1,1,0,1
334,1,0,1,1,0
335,0,1,1,1,1
336,0,1,0,0,1
337,0,1,1,0,1
338,1,0,1,0,0
339,1,0,0,0,1
340,0,1,0,0,1
341,1,0,0,0,1
342,0,0,1,1,0
343,1,1,0,0,0
344,1,1,0,0,0
345,1,0,0,0,1
346,0,1,1,1,1
347,0,1,1,0,1
348,0,0,1,1,0
349,0,0,0,0,0
350,0,0,0,0,1
351,0,1,1,0,0
352,1,0,1,1,1
353,0,0,0,0,0
354,1,1,0,1,0
355,0,0,1,0,0
356,1,0,0,0,0
357,0,0,1,0,1
358,1,0,0,0,1
359,0,0,1,0,0
360,1,0,0,1,0
361,0,0,0,0,0
362,0,0,0,1,0
363,0,1,0,1,0
364,0,0,0,0,1
365,1,1,1,0,1
366,1,1,0,1,0
367,1,1,1,0,1
368,0,0,0,1,0
369,0,0,0,1,0
370,1,1,1,0,1
371,0,1,0,0,0
372,0,1,0,0,0
373,1,0,0,1,0
374,1,0,1,0,0
375,1,0,1,0,0
376,1,1,1,0,1
377,1,1,1,0,0
378,1,0,1,1,0
379,0,0,1,0,1
380,0,0,0,1,0
381,0,1,0,1,0
382,0,0,1,1,0
383,1,1,1,0,1
384,0,0,0,0,1
385,1,0,1,0,1
386,0,1,1,0,0
387,1,1,1,1,0
388,1,1,0,0,0
389,0,0,1,0,0
390,0,0,1,0,0
391,0,0,1,1,1
392,1,0,0,1,0
393,0,0,0,0,1
394,1,1,0,0,0
395,0,1,0,0,0
396,1,0,1,0,1
397,1,1,1,0,0
398,0,0,0,0,0
399,1,0,1,0,1
400,0,0,1,1,1
401,0,0,1,0,0
402,0,0,0,0,0
403,0,1,1,0,1
404,0,1,1,0,1
405,1,0,0,1,1
406,0,1,0,0,0
407,1,0,0,1,1
408,0,0,1,0,1
409,0,0,0,1,0
410,0,1,0,0,1
411,0,0,1,0,0
412,1,1,0,0,1
413,0,0,1,0,1
414,0,0,0,0,0
415,0,0,1,0,1
416,1,0,1,0,1
417,0,1,0,0,1
418,0,0,1,0,1
419,0,1,1,0,1
420,0,1,0,0,1
421,1,1,1,0,1
422,0,0,0,0,1
423,0,1,1,0,0
424,0,0,0,0,1
425,1,0,1,0,0
426,0,0,1,0,0
427,1,1,1,0,0
428,1,1,1,1,1
429,0,1,0,0,0
430,0,0,1,0,1
431,1,0,1,1,1
432,1,1,1,0,1
433,1,1,1,0,0
434,1,0,0,0,1
435,0,0,0,0,1
436,0,1,1,0,0
437,1,0,1,0,0
438,1,1,0,0,0
439,1,0,0,0,0
440,0,0,0,0,0
441,1,0,1,0,0
442,1,1,1,0,0
443,1,0,1,0,0
444,0,0,1,0,1
445,0,1,0,1,1
446,1,0,1,1,1
447,0,1,1,0,0
448,0,0,1,1,1
449,0,1,0,1,1
450,1,0,1,0,0
451,1,0,1,0,1
452,0,1,0,1,0
453,0,1,1,1,0
454,0,1,0,0,0
455,0,0,0,0,1
456,0,0,1,1,1
457,1,1,1,1,1
458,1,0,1,0,1
459,1,1,0,0,0
460,1,1,1,0,0
461,1,1,0,0,0
462,1,0,0,0,0
463,0,0,0,0,1
464,1,0,1,0,1
465,1,1,0,0,1
466,0,1,0,1,0
467,0,0,0,0,0
468,0,1,1,0,0
469,0,1,0,0,0
470,1,0,0,1,1
471,1,1,1,1,1
472,1,0,0,0,1
473,1,1,0,0,0
474,1,0,1,0,0
475,0,0,1,0,1
476,0,0,0,0,1
477,1,0,0,0,0
478,1,1,0,0,0
479,1,1,0,1,0
480,0,1,0,1,0
481,0,0,1,1,1
482,1,0,0,0,1
483,1,0,0,0,0
484,1,1,0,1,0
485,1,0,1,0,1
486,0,1,0,1,0
487,0,0,1,1,0
488,0,0,0,0,1
489,1,1,1,0,0
490,1,0,0,0,1
491,0,1,0,0,0
492,1,0,1,0,0
493,1,0,1,0,1
494,0,1,1,0,1
495,1,0,1,0,0
496,0,1,0,0,0
497,1,1,0,1,0
498,1,0,0,0,1
499,1,1,0,0,1
500,0,0,0,0,1
501,0,1,1,0,0
502,1,0,0,0,1
503,1,0,0,1,1
504,1,1,1,1,1
505,1,1,1,0,1
506,1,0,0,0,1
507,0,0,1,0,1
508,1,1,1,0,1
509,0,1,0,0,1
510,1,0,1,1,0
511,1,1,0,0,1
512,0,0,1,0,1
513,1,0,0,0,1
514,1,0,0,1,0
515,1,0,1,1,0
516,1,0,0,1,1
517,1,1,1,0,0
518,1,1,0,1,0
519,1,0,1,0,1
520,0,0,0,0,0
521,1,1,0,0,1
522,0,1,0,0,0
523,1,0,0,0,0
524,1,1,1,0,0
525,0,1,0,1,1
526,0,0,1,0,0
527,0,1,1,0,1
528,0,1,1,0,0
529,1,1,0,1,0
530,0,1,1,0,0
531,1,0,0,0,0
532,0,1,1,1,1
533,1,0,1,0,1
534,1,1,0,1,0
535,0,0,1,1,0
536,0,0,0,1,0
537,0,0,1,1,0
538,0,0,0,1,0
539,1,0,1,1,1
540,1,1,0,0,0
541,0,1,0,0,0
542,1,0,1,0,0
543,1,1,0,1,0
544,1,0,0,0,0
545,1,0,0,1,0
546,0,0,1,1,1
547,1,1,1,0,0
548,0,0,1,1,0
549,1,1,1,0,1
550,0,1,0,0,0
551,1,0,0,0,0
552,1,1,0,0,0
553,1,0,0,0,1
554,1,1,0,0,0
555,1,1,1,0,1
556,1,1,0,0,1
557,0,1,1,1,1
558,1,0,1,0,1
559,1,1,1,0,0
560,1,0,0,0,1
561,0,0,1,1,1
562,1,0,1,0,1
563,0,0,1,0,1
564,1,0,0,1,0
565,1,0,0,0,1
566,1,0,1,1,0
567,1,0,0,0,0
568,0,0,1,1,0
569,0,1,1,1,0
570,0,1,0,0,0
571,0,0,1,0,1
572,0,1,1,0,0
573,0,1,0,1,0
574,0,0,1,0,0
575,0,1,1,1,1
576,0,1,1,0,0
577,0,1,1,0,0
578,1,1,0,0,1
579,0,1,1,0,0
580,0,0,1,0,1
581,1,0,0,1,0
582,1,1,1,0,0
583,1,0,0,1,1
584,0,1,0,0,1
585,0,1,1,0,0
586,0,0,1,0,1
587,1,1,0,1,0
588,1,0,1,0,1
589,1,1,1,1,1
590,0,0,0,1,1
591,1,1,0,1,0
592,0,0,1,1,0
593,1,1,0,0,0
594,1,0,1,1,1
595,0,1,0,0,0
596,0,1,0,0,0
597,0,0,0,0,0
598,1,0,0,0,1
599,0,1,0,0,1
600,0,0,1,0,1
601,1,0,1,0,0
602,1,1,1,1,0
603,1,1,1,0,1
604,0,1,0,1,1
605,0,0,0,0,1
606,0,0,1,0,0
607,0,1,0,0,1
608,0,0,1,0,1
609,1,0,1,0,0
610,1,0,1,0,1
611,1,0,1,1,1
612,1,0,1,0,1
613,0,1,0,0,0
614,0,0,0,0,0
615,1,0,1,1,0
616,1,1,1,1,1
617,1,0,1,0,0
618,0,0,0,1,0
619,0,1,1,1,1
620,1,0,1,1,1
621,0,0,1,0,0
622,1,0,1,1,1
623,1,0,0,0,1
624,1,0,0,0,1
625,0,0,1,0,0
626,1,0,1,0,1
627,1,1,1,1,1
628,0,1,0,1,0
629,0,0,1,1,0
630,0,1,1,1,1
631,1,0,0,1,1
632,0,0,0,0,1
633,0,1,0,0,0
634,0,0,0,1,1
635,0,1,1,0,0
636,0,0,0,0,1
637,0,1,1,1,1
638,1,1,0,1,0
639,0,0,0,0,1
640,1,0,0,1,1
641,0,1,0,1,0
642,1,0,0,0,1
643,1,0,0,1,0
644,1,1,1,0,1
645,1,1,0,1,1
646,0,0,1,1,0
647,0,0,0,0,1
648,0,1,0,1,1
649,0,1,0,1,0
650,0,1,1,1,0
651,0,1,0,1,1
652,1,1,0,1,0
653,0,1,1,1,1
654,0,1,0,0,0
655,0,0,1,0,0
656,0,0,1,1,1
657,1,1,1,1,0
658,0,0,1,0,0
659,0,0,1,0,0
660,0,0,0,0,1
661,0,0,1,0,0
662,0,0,0,0,0
663,0,0,1,0,1
664,1,0,0,0,0
665,0,0,0,0,1
666,0,1,0,1,1
667,1,0,1,1,0
668,1,1,0,1,1
669,1,1,0,0,1
670,0,0,0,0,1
671,1,0,1,0,0
672,0,0,0,0,1
673,1,1,0,0,0
674,1,0,0,0,1
675,0,0,0,0,0
676,0,0,0,0,1
677,1,0,0,0,0
678,1,0,1,0,0
679,1,1,1,0,0
680,0,1,0,1,0
681,1,0,0,1,0
682,1,1,1,0,1
683,1,0,1,0,1
684,1,1,1,0,1
685,0,1,1,0,1
686,0,1,1,0,1
687,0,1,0,1,0
688,0,0,1,1,1
689,0,0,0,0,1
690,0,0,1,0,1
691,0,0,0,0,1
692,1,1,1,0,1
693,0,1,0,1,1
694,0,0,0,0,0
695,0,0,1,1,0
696,1,1,0,0,1
697,0,1,1,1,1
698,0,1,1,1,1
699,1,0,1,0,1
700,0,1,1,0,0
701,0,0,1,0,0
702,1,1,1,1,0
703,1,1,0,0,0
704,1,1,0,0,1
705,1,1,1,0,1
706,0,0,0,1,1
707,1,1,0,0,1
708,1,0,1,1,1
709,0,1,1,0,0
710,1,1,1,1,1
711,1,0,0,1,0
712,0,1,1,0,1
713,0,1,0,1,0
714,0,0,0,0,0
715,1,0,0,0,1
716,0,1,1,0,0
717,0,1,1,0,0
718,0,1,1,1,1
719,0,1,0,1,1
720,0,0,1,0,1
721,1,0,0,0,0
722,0,1,0,0,0
723,0,1,0,1,1
724,1,0,0,0,1
725,0,0,0,1,1
726,0,1,0,1,0
727,1,1,0,0,0
728,1,0,0,1,1
729,0,1,0,0,0
730,1,0,0,1,0
731,0,1,0,0,1
732,1,0,0,0,0
733,0,0,1,0,1
734,1,1,0,0,1
735,0,0,0,0,1
736,1,1,1,0,1
737,1,1,1,1,1
738,1,0,1,0,1
739,1,0,0,1,1
740,1,1,0,1,0
741,0,0,1,1,1
742,1,1,1,0,0
743,1,0,0,0,0
744,1,1,0,0,0
745,1,0,1,0,1
746,0,1,1,1,1
747,0,0,1,0,0
748,0,1,1,1,1
749,0,1,0,0,0
750,0,1,1,0,0
751,1,0,1,1,0
752,0,0,0,0,0
753,1,1,0,0,1
754,0,0,0,0,1
755,0,1,1,1,1
756,1,1,1,1,1
757,1,0,0,0,0
758,0,0,1,0,1
759,1,0,0,0,1
760,1,0,0,0,0
761,1,1,1,1,1
762,1,1,0,1,1
763,0,0,0,0,1
764,0,1,0,1,1
765,1,0,0,0,1
766,0,0,1,0,1
767,1,1,0,0,0
768,0,0,0,0,1
769,1,1,0,1,0
770,0,0,1,1,1
771,1,1,1,0,1
772,0,0,0,0,1
773,1,0,1,1,0
774,0,1,0,1,1
775,1,1,1,1,0
776,1,0,0,0,1
777,0,1,0,0,0
778,0,0,1,0,0
779,0,1,1,1,0
780,0,1,1,1,1
781,0,1,1,1,0
782,1,0,1,0,1
783,1,1,0,1,0
784,1,1,0,0,0
785,0,1,0,1,1
786,0,1,0,0,0
787,1,1,1,1,0
788,0,1,0,1,1
789,1,0,1,0,1
790,0,1,0,1,1
791,1,1,0,0,0
792,1,1,1,0,1
793,1,0,1,1,1
794,1,0,0,1,1
795,1,1,0,1,0
796,1,0,1,0,0
797,0,0,0,0,1
798,1,1,0,0,0
799,0,1,0,1,0
800,1,0,1,0,1
801,1,1,1,0,1
802,0,0,0,0,0
803,0,0,0,1,0
804,0,1,1,1,1
805,1,0,0,0,0
806,1,1,1,0,0
807,0,0,1,1,1
808,1,0,1,0,1
809,1,0,0,0,1
810,1,1,0,1,1
811,1,1,0,1,0
812,0,0,1,0,0
813,1,1,1,1,0
814,1,0,0,0,0
815,0,1,0,0,1
816,0,1,0,1,1
817,0,1,1,0,1
818,1,1,0,1,1
819,1,1,1,1,0
820,0,1,0,1,1
821,1,1,0,0,1
822,1,1,1,1,0
823,1,1,0,1,1
824,1,0,0,1,0
825,0,0,1,0,0
826,0,1,0,0,1
827,0,0,1,0,1
828,1,1,0,0,1
829,0,0,0,1,0
830,0,1,1,0,0
831,1,1,1,0,1
832,0,0,0,0,1
833,1,1,0,0,0
834,0,1,1,1,0
835,0,0,0,1,1
836,1,0,1,0,1
837,0,0,0,0,1
838,1,0,1,0,0
839,0,1,1,1,1
840,1,1,1,0,1
841,0,1,1,0,0
842,1,1,1,0,1
843,1,1,1,0,0
844,0,1,1,0,0
845,0,1,1,1,1
846,1,0,1,1,0
847,1,0,1,1,0
848,1,1,1,1,1
849,1,0,0,0,1
850,1,0,1,0,1
851,0,0,1,0,1
852,0,1,1,1,1
853,0,0,0,0,0
854,0,1,0,1,0
855,0,1,1,0,1
856,0,0,0,0,0
857,1,0,1,0,1
858,1,1,0,1,1
859,0,1,0,0,0
860,1,0,0,0,0
861,1,1,1,0,0
862,0,0,1,0,0
863,0,1,0,0,0
864,1,1,0,0,0
865,0,1,0,0,1
866,1,0,0,0,0
867,0,1,1,1,1
868,1,0,0,1,0
869,0,1,0,0,0
870,1,0,0,0,1
871,0,1,0,1,1
872,1,0,1,1,1
873,1,1,1,0,1
874,0,1,1,1,0
875,1,1,0,0,1
876,0,0,1,0,0
877,0,1,0,0,1
878,0,1,0,1,1
879,0,1,1,0,1
880,0,1,0,0,0
881,0,1,1,1,1
882,1,0,0,1,0
883,0,0,1,0,1
884,0,0,1,1,1
885,1,0,0,0,0
886,1,1,0,0,0
887,1,0,0,1,0
888,0,0,1,0,1
889,1,1,0,1,0
890,1,1,1,1,0
891,1,0,1,1,0
892,0,1,1,1,1
893,1,1,1,0,0
894,1,1,1,0,0
895,0,1,1,0,0
896,1,1,0,0,0
897,1,1,0,0,0
898,1,0,1,0,0
899,0,0,0,0,0
900,0,0,0,0,0
901,0,1,1,0,1
902,0,1,1,0,0
903,0,0,0,0,0
904,1,0,1,1,0
905,0,0,1,0,0
906,0,1,0,0,0
907,1,0,1,0,1
908,0,1,0,0,1
909,0,0,0,0,0
910,1,0,1,0,1
911,1,0,0,0,1
912,1,1,1,0,1
913,0,1,1,0,1
914,1,0,1,1,0
915,1,0,1,1,1
916,1,1,1,0,0
917,0,0,1,0,1
918,0,1,1,0,1
919,0,0,0,1,1
920,0,0,0,1,1
921,0,1,1,0,1
922,0,1,1,0,0
923,0,1,0,0,0
924,0,0,0,1,1
925,1,0,1,0,0
926,1,0,0,0,0
927,0,1,1,1,1
928,0,0,0,1,0
929,1,0,1,1,1
930,0,1,0,1,0
931,1,0,0,1,0
932,1,1,0,0,0
933,1,0,0,0,0
934,0,1,1,0,0
935,0,0,1,0,1
936,0,0,0,0,0
937,1,0,1,0,0
938,1,0,1,0,0
939,0,1,1,1,0
940,0,1,0,0,1
941,1,0,1,0,0
942,0,0,1,0,0
943,0,1,0,1,1
944,0,1,1,0,1
945,1,0,0,1,1
946,0,1,0,0,0
947,0,1,1,0,1
948,0,1,1,0,0
949,0,1,1,0,1
950,0,1,1,0,1
951,1,0,0,0,1
952,0,1,1,0,1
953,0,1,1,0,1
954,0,1,1,1,1
955,0,1,0,0,1
956,0,1,1,0,0
957,0,1,1,0,0
958,1,0,1,0,0
959,0,0,0,0,1
960,0,1,1,0,0
961,1,1,1,0,1
962,1,0,1,1,1
963,1,0,1,0,1
964,1,1,1,0,1
965,1,1,1,0,0
966,1,0,0,1,1
967,1,0,1,1,1
968,0,0,0,0,0
969,0,1,1,1,1
970,0,1,0,0,1
971,0,1,0,0,0
972,1,0,1,0,1
973,1,0,1,0,0
974,1,1,1,1,1
975,0,0,1,0,0
976,0,0,0,0,1
977,1,1,0,0,1
978,1,1,1,0,0
979,1,0,1,0,0
980,1,1,1,0,0
981,1,0,1,1,1
982,0,1,0,0,1
983,0,0,0,1,0
984,0,0,1,1,0
985,1,1,1,1,0
986,1,1,1,1,1
987,0,0,1,1,0
988,1,0,0,0,0
989,0,0,1,0,1
990,1,1,1,0,1
991,1,1,0,1,0
992,0,1,0,0,0
993,1,0,1,1,0
994,1,0,1,1,0
995,0,0,0,1,1
996,1,1,1,0,0
997,1,1,1,1,0
998,0,1,0,0,1
999,0,1,1,1,1
1000,0,0,0,0,0
1001,1,1,0,0,0
1002,1,1,1,0,0
1003,1,0,0,0,1
1004,0,0,0,0,0
1005,0,1,1,0,1
1006,0,1,0,0,0
1007,1,1,1,1,0
1008,1,1,1,0,0
1009,1,0,1,0,1
1010,1,0,1,1,1
1011,0,0,0,0,1
1012,0,0,1,0,0
1013,0,0,1,0,1
1014,0,0,0,1,0
1015,0,1,1,0,0
1016,1,1,1,1,1
1017,0,1,0,1,1
1018,1,0,0,0,1
1019,0,0,0,1,1
1020,1,1,0,1,1
1021,0,1,0,1,0
1022,1,1,0,0,1
1023,0,1,0,1,0
1024,1,0,0,0,1
1025,1,0,0,0,1
1026,0,0,0,1,1
1027,1,1,0,0,1
1028,1,0,0,0,1
1029,0,0,1,0,1
1030,1,0,1,1,0
1031,1,0,0,0,0
1032,0,0,0,0,1
1033,1,0,0,0,0
1034,1,1,0,1,0
1035,0,1,1,1,0
1036,0,1,0,1,0
1037,0,1,0,0,1
1038,0,1,1,1,0
1039,1,1,0,0,0
1040,0,1,1,0,1
1041,0,0,1,0,1
1042,1,0,1,0,1
1043,0,1,1,0,0
1044,1,1,1,1,1
1045,1,0,1,0,0
1046,1,1,0,1,1
1047,0,1,1,0,1
1048,0,1,1,0,0
1049,0,1,0,1,0
1050,0,0,1,0,0
1051,0,0,0,1,1
1052,0,0,1,0,0
1053,1,1,0,0,0
1054,0,0,0,1,1
1055,0,0,0,0,1
1056,0,1,0,0,0
1057,0,1,0,1,1
1058,0,0,0,0,1
1059,1,1,0,0,1
1060,0,0,1,0,0
1061,0,1,0,1,0
1062,0,1,0,0,0
1063,0,0,0,0,1
1064,0,0,1,0,0
1065,1,0,0,0,0
1066,1,1,0,0,0
1067,0,1,1,1,1
1068,1,0,1,1,0
1069,0,0,0,1,0
1070,0,1,0,1,0
1071,0,1,1,1,0
1072,0,0,1,1,0
1073,0,1,1,0,0
1074,1,1,0,0,0
1075,0,0,1,1,1
1076,1,1,1,1,0
1077,0,1,0,1,1
1078,1,1,1,0,1
1079,1,0,0,0,0
1080,0,0,0,1,1
1081,1,0,0,0,0
1082,1,1,1,1,1
1083,0,1,0,0,1
1084,0,1,0,0,0
1085,1,0,0,1,0
1086,0,0,1,0,1
1087,0,0,1,0,0
1088,1,0,0,1,0
1089,1,1,1,0,1
1090,1,1,0,1,0
1091,1,1,1,0,0
1092,1,0,0,0,1
1093,0,0,0,0,1
1094,1,0,1,0,0
1095,0,0,1,0,1
1096,0,0,0,0,0
1097,1,0,0,0,0
1098,1,1,0,0,0
1099,0,0,1,0,1
1100,1,0,1,1,1
1101,0,1,1,1,0
1102,0,0,0,0,0
1103,0,0,1,0,1
1104,1,0,1,0,1
1105,0,1,0,0,1
1106,0,0,0,1,0
1107,0,1,0,1,0
1108,0,0,1,1,1
1109,0,0,1,0,1
1110,1,1,1,0,0
1111,1,0,0,1,1
1112,1,1,1,0,1
1113,1,0,0,0,1
1114,1,1,0,0,0
1115,0,1,0,0,1
1116,0,1,1,0,0
1117,1,1,1,0,0
1118,0,0,0,1,1
1119,0,1,1,0,0
1120,1,0,1,0,1
1121,1,1,0,1,1
1122,0,0,1,0,0
1123,0,0,0,1,0
1124,0,1,0,1,1
1125,1,0,0,1,0
1126,1,1,0,0,0
1127,1,1,0,0,1
1128,0,1,0,0,0
1129,0,0,0,1,0
1130,0,1,0,0,0
1131,0,0,1,0,0
1132,1,0,1,0,0
1133,1,1,1,0,1
1134,0,0,1,0,1
1135,1,0,0,1,0
1136,1,1,1,1,0
1137,1,0,1,1,0
1138,0,0,1,1,0
1139,0,0,0,1,1
1140,0,0,0,0,1
1141,0,0,0,1,1
1142,1,0,1,1,1
1143,1,1,1,0,0
1144,0,0,1,0,0
1145,0,0,1,0,1
1146,1,1,0,0,0
1147,1,0,1,1,1
1148,1,1,0,0,1
1149,0,0,1,0,0
