,brain,group1,muscle,epithelial,digestive
114,0,1,0,1,1
115,0,1,1,1,0
116,1,1,1,1,1
117,1,0,1,1,1
118,0,1,0,1,0
119,1,1,0,1,1
120,0,0,0,0,1
121,1,1,0,1,1
122,0,0,0,1,1
123,1,0,0,1,0
124,0,1,1,0,0
125,1,0,0,1,1
126,1,0,0,0,0
127,1,1,1,0,1
128,0,1,0,1,1
129,0,1,0,1,0
130,0,1,0,1,1
131,0,1,0,1,0
132,1,1,1,1,0
133,0,0,0,1,0
134,1,0,1,1,0
135,1,1,1,0,1
136,0,1,0,1,1
137,1,1,1,1,1
138,1,1,1,0,1
139,0,0,0,1,0
140,0,1,0,0,1
141,0,0,1,1,0
142,1,1,1,0,0
143,1,1,1,1,1
144,0,0,0,0,0
145,1,1,0,1,1
146,1,1,1,0,1
147,1,0,0,0,0
148,1,1,1,1,0
149,1,0,1,1,1
150,1,1,1,1,1
151,0,0,0,0,1
152,1,1,1,0,1
153,1,1,0,0,1
154,0,0,0,1,0
155,1,1,1,1,0
156,0,1,0,1,1
157,0,0,1,0,0
158,0,1,0,0,0
159,1,0,1,0,1
160,0,1,0,0,1
161,1,1,0,1,1
162,0,0,1,0,0
163,1,1,1,1,1
164,1,1,1,1,1
165,1,1,1,1,1
166,1,1,1,1,0
167,0,0,1,1,0
168,1,1,0,1,1
169,1,1,0,0,0
170,1,1,0,0,1
171,1,0,0,0,0
172,1,1,1,0,0
173,0,1,1,0,0
174,1,0,0,0,0
175,0,0,0,0,0
176,1,0,1,0,1
177,1,0,0,0,1
178,0,1,0,1,1
179,0,0,1,0,0
180,1,1,1,1,0
181,1,0,1,0,1
182,0,1,1,1,1
183,1,1,1,1,1
184,1,1,0,1,1
185,0,1,0,0,0
186,0,0,1,0,1
187,0,0,1,0,0
188,1,1,1,1,1
189,1,1,1,1,1
190,0,1,1,1,1
191,1,1,0,1,1
192,0,0,1,1,0
193,1,0,0,0,0
194,0,0,1,1,0
195,1,1,0,1,1
196,0,0,0,0,1
197,0,0,1,0,0
198,1,0,1,1,0
199,1,0,1,1,1
200,1,1,1,1,1
201,1,1,0,0,0
202,1,0,0,1,0
203,1,0,1,0,1
204,0,1,1,1,1
205,1,1,1,1,0
206,0,0,0,0,0
207,1,1,0,0,1
208,1,1,1,0,1
209,0,0,1,1,1
210,1,1,0,1,0
211,1,0,0,0,0
212,0,0,1,1,1
213,0,1,1,1,0
214,1,1,0,0,1
215,0,0,1,0,0
216,0,1,0,1,0
217,1,1,0,1,1
218,1,0,0,0,0
219,1,0,1,1,1
220,1,0,1,1,1
221,1,0,1,1,1
222,1,1,0,0,0
223,0,1,0,1,1
224,1,1,1,1,1
225,0,0,1,0,0
226,1,0,1,0,0
227,0,1,1,1,0
228,0,0,0,0,0
229,0,0,1,0,0
230,0,0,1,0,1
231,1,1,1,1,1
232,1,1,0,0,1
233,1,0,1,1,0
234,0,1,0,0,0
235,0,1,1,0,0
236,0,1,0,0,0
237,0,1,1,1,1
238,0,0,1,0,1
239,0,1,1,1,1
240,1,1,1,1,1
241,1,0,1,0,1
242,0,0,1,1,0
243,1,1,0,1,1
244,0,0,0,1,1
245,1,0,0,1,1
246,0,0,0,1,0
247,1,1,0,1,0
248,1,1,1,0,0
249,1,0,1,0,1
250,1,1,1,1,0
251,1,1,0,1,1
252,1,1,0,0,1
253,1,0,0,0,1
254,1,1,1,0,1
255,0,1,1,0,1
256,0,0,0,0,1
257,1,0,1,0,1
258,0,0,0,0,0
259,1,0,0,0,1
260,0,0,0,0,0
261,0,1,0,0,1
262,1,0,0,0,0
263,1,1,1,0,0
264,0,1,0,0,0
265,1,1,0,0,0
266,1,1,1,0,0
267,1,1,1,1,1
268,0,1,0,0,0
269,1,0,0,0,0
270,1,1,1,1,1
271,1,0,1,1,1
272,0,0,1,1,0
273,1,1,1,1,0
274,1,1,1,1,1
275,1,1,1,1,1
276,0,0,0,0,0
277,0,1,0,0,0
278,0,1,0,1,0
279,1,0,1,0,0
280,0,0,1,1,0
281,0,0,0,0,0
282,0,0,0,0,0
283,1,0,0,0,0
284,1,1,0,0,1
285,0,1,0,1,0
286,0,1,0,0,0
287,0,0,0,0,1
288,0,0,0,0,0
289,1,1,1,0,1
290,0,0,0,0,1
291,1,1,1,0,1
292,1,1,1,1,1
293,1,1,0,0,0
294,1,1,0,0,1
295,0,0,1,0,0
296,1,0,0,1,1
297,0,1,1,1,0
298,0,0,0,0,0
299,1,0,0,1,0
300,1,1,1,1,1
301,0,1,0,0,0
302,0,1,0,1,0
303,1,1,0,0,1
304,0,0,0,1,0
305,0,1,1,1,1
306,1,1,0,1,0
307,1,1,0,0,1
308,0,0,1,1,0
309,0,0,1,0,0
310,1,1,1,1,0
311,1,1,1,0,1
312,0,0,0,0,1
313,1,1,1,0,1
314,1,0,1,1,0
315,0,0,0,0,1
316,1,1,1,1,0
317,1,0,1,1,1
318,0,1,0,1,1
319,0,0,0,0,0
320,1,0,0,0,1
321,0,1,0,0,0
322,1,0,0,0,0
323,1,0,1,1,0
324,1,1,0,0,1
325,0,0,1,1,1
326,1,0,1,0,1
327,0,0,1,1,1
328,0,1,0,1,1
329,0,1,0,0,0
330,0,1,0,1,0
331,1,1,1,0,1
332,0,0,1,1,1
333,0,0,0,0,0
334,1,0,1,0,0
335,1,0,0,0,1
336,1,0,1,0,1
337,1,1,0,0,1
338,0,0,0,1,0
339,0,0,0,1,0
340,0,0,0,0,1
341,0,0,1,1,0
342,0,0,1,0,1
343,0,1,0,0,0
344,1,0,1,0,1
345,0,1,0,0,1
346,1,0,0,1,0
347,1,0,0,0,0
348,0,1,0,0,0
349,1,1,0,1,1
350,1,1,1,1,0
351,0,1,0,1,1
352,0,0,1,1,0
353,1,1,1,1,1
354,0,0,0,0,1
355,0,1,1,0,1
356,1,1,1,1,1
357,1,1,1,1,0
358,1,1,1,1,0
359,1,1,1,1,1
360,1,0,1,0,1
361,0,0,0,1,0
362,1,0,1,0,0
363,0,0,0,0,0
364,1,0,0,0,1
365,1,1,1,1,1
366,0,1,0,0,1
367,1,1,1,1,0
368,0,0,0,0,0
369,1,1,1,0,0
370,1,0,0,1,1
371,1,0,1,1,1
372,0,1,1,1,0
373,0,1,0,1,1
374,0,1,0,1,0
375,0,0,1,0,0
376,1,1,1,1,1
377,0,0,1,0,0
378,1,0,0,1,0
379,0,0,1,1,1
380,0,1,1,0,0
381,0,0,1,1,1
382,1,1,0,1,1
383,1,1,1,1,0
384,1,1,1,0,1
385,1,0,1,1,0
386,1,0,0,1,1
387,0,1,1,1,0
388,1,1,0,1,0
389,1,1,1,0,1
390,1,1,0,1,1
391,1,0,1,1,0
392,1,0,1,0,0
393,0,1,1,0,1
394,1,1,1,1,1
395,0,1,0,0,1
396,0,1,0,1,0
397,1,1,0,1,0
398,0,0,1,1,1
399,0,0,0,0,0
400,0,0,1,1,1
401,1,1,0,1,0
402,1,1,1,1,0
403,1,1,1,1,0
404,1,1,0,0,0
405,1,1,0,1,0
406,0,1,0,1,1
407,1,0,0,1,1
408,0,1,0,1,0
409,1,0,1,1,0
410,1,1,1,0,1
411,1,0,0,0,1
412,1,0,1,1,1
413,1,1,1,0,1
414,1,1,0,1,1
415,1,0,0,1,1
416,0,0,0,1,0
417,1,1,0,1,1
418,0,0,0,0,0
419,1,1,0,1,1
420,1,1,1,0,0
421,0,0,1,1,0
422,0,0,0,1,0
423,0,0,0,1,0
424,0,1,0,0,1
425,1,1,1,0,1
426,1,1,1,1,1
427,1,1,0,0,1
428,0,0,0,1,0
429,1,1,1,1,0
430,1,0,1,0,1
431,1,0,0,0,0
432,1,1,1,1,1
433,1,1,1,0,0
434,1,0,0,0,0
435,0,0,0,0,0
436,1,1,1,1,1
437,0,0,0,0,0
438,0,0,1,1,1
439,0,1,1,0,1
440,0,1,0,0,0
441,0,0,0,1,0
442,1,0,1,1,1
443,1,1,0,1,0
444,1,1,0,0,1
445,1,1,0,1,0
446,1,1,0,1,1
447,1,1,1,1,1
448,1,0,1,0,1
449,0,1,1,0,0
450,0,0,0,1,0
451,0,0,1,0,1
452,1,1,1,0,1
453,0,0,0,1,0
454,1,0,0,1,0
455,0,1,0,1,0
456,0,0,1,0,0
457,0,1,0,1,0
458,1,0,0,1,0
459,0,0,1,0,0
460,1,0,1,0,0
461,0,1,0,0,0
462,1,1,1,0,1
463,1,0,0,1,1
464,1,1,0,1,0
465,1,0,0,0,0
466,0,1,0,0,0
467,1,1,0,1,0
468,1,1,1,1,1
469,1,1,1,1,1
470,1,1,1,0,1
471,1,1,0,1,1
472,1,1,1,1,1
473,0,1,1,1,0
474,0,0,1,0,0
475,1,0,1,1,1
476,0,1,0,0,1
477,1,1,1,0,1
478,0,0,0,0,0
479,1,1,1,1,1
480,1,1,1,1,0
481,1,1,0,0,0
482,1,1,1,1,0
483,1,1,1,0,1
484,1,1,0,0,0
485,1,1,1,1,1
486,0,1,1,1,1
487,1,0,0,0,0
488,1,1,1,1,1
489,1,1,1,1,1
490,0,1,1,0,0
491,0,1,1,0,1
492,0,0,1,1,1
493,0,1,1,1,0
494,1,0,1,1,0
495,1,0,1,1,1
496,1,0,0,0,0
497,1,1,1,1,1
498,1,0,1,1,1
499,1,0,1,1,1
500,1,0,1,1,1
501,1,0,0,1,1
502,1,0,0,0,0
503,1,1,0,1,1
504,1,0,1,0,1
505,1,1,0,0,0
506,1,0,0,0,0
507,0,1,0,1,0
508,0,0,1,0,1
509,1,1,0,0,0
510,0,0,0,1,0
511,1,1,1,1,1
512,0,1,1,1,0
513,0,0,0,1,0
514,1,1,1,1,0
515,0,1,0,0,0
516,1,1,1,1,0
517,1,0,0,0,1
518,1,1,1,0,1
519,1,1,1,1,1
520,1,1,1,1,0
521,1,0,1,0,1
522,1,0,0,0,1
523,0,0,0,0,1
524,0,1,0,1,0
525,1,0,0,0,1
526,0,1,0,0,0
527,1,0,1,0,0
528,0,1,1,1,1
529,1,0,0,1,1
530,1,0,0,0,1
531,1,1,0,1,0
532,1,1,0,1,1
533,1,1,1,1,1
534,1,1,1,0,0
535,1,0,0,0,0
536,1,0,1,1,0
537,1,1,0,0,1
538,0,0,0,1,0
539,1,1,1,0,0
540,0,0,0,1,0
541,1,1,1,1,0
542,0,0,0,0,1
543,1,0,0,0,0
544,1,1,1,1,1
545,0,1,0,0,1
546,1,1,1,1,0
547,0,0,0,0,0
548,1,0,0,0,0
549,1,0,0,0,1
550,1,1,1,1,1
551,1,1,0,1,1
552,1,1,1,0,1
553,0,1,1,0,0
554,1,0,0,0,1
555,1,0,0,0,1
556,0,0,0,0,0
557,0,0,1,1,0
558,1,0,1,1,1
559,0,1,0,0,0
560,1,0,1,1,1
561,1,1,1,0,1
562,1,0,1,0,0
563,0,1,1,1,1
564,1,1,0,1,1
565,1,1,1,1,1
566,0,0,0,0,0
567,1,0,0,0,0
568,1,0,1,0,0
569,0,1,0,1,0
570,1,0,1,0,1
571,1,1,1,1,1
572,1,1,1,1,1
573,1,1,1,0,1
574,1,0,0,1,1
575,1,0,1,0,0
576,1,1,0,1,0
577,1,1,0,1,0
578,1,1,1,0,0
579,1,0,1,0,1
580,1,1,0,1,1
581,1,1,1,1,1
582,1,1,1,0,0
583,0,1,0,1,0
584,1,0,1,1,0
585,1,1,0,1,0
586,1,1,1,1,1
587,0,0,0,1,1
588,0,0,1,0,0
589,0,1,0,0,0
590,1,1,1,1,1
591,1,0,0,1,0
592,0,0,0,0,1
593,0,0,0,0,1
594,1,0,1,0,0
595,1,1,1,1,1
596,1,1,0,1,1
597,0,0,1,0,1
598,0,1,1,1,1
599,0,1,1,1,1
600,0,0,0,0,0
601,1,1,0,1,1
602,1,1,0,1,1
603,0,1,0,0,0
604,1,1,1,0,1
605,1,0,0,0,0
606,1,0,1,0,1
607,0,1,1,1,1
608,0,1,1,0,0
609,1,1,1,1,1
610,0,0,0,0,1
611,0,0,0,1,0
612,0,1,0,0,0
613,0,1,1,0,0
614,0,0,1,1,1
615,1,1,1,1,0
616,0,1,1,0,1
617,0,1,1,0,0
618,0,0,0,1,1
619,1,0,0,1,0
620,0,0,0,0,0
621,1,0,0,0,0
622,1,0,1,0,1
623,0,0,0,0,1
624,1,0,0,0,0
625,1,0,0,1,1
626,0,1,0,1,0
627,1,1,1,1,1
628,0,0,0,1,1
629,1,1,0,1,1
630,1,0,0,1,1
631,0,0,0,0,0
632,0,1,0,1,1
633,0,1,0,0,0
634,1,1,1,1,1
635,0,1,1,1,1
636,0,1,1,0,1
637,1,0,1,0,1
638,0,1,0,0,0
639,1,0,1,0,1
640,0,0,0,0,1
641,0,0,1,1,1
642,0,1,0,0,1
643,1,0,0,1,1
644,0,0,0,0,0
645,1,1,1,1,1
646,0,0,0,0,0
647,1,1,0,1,1
648,1,0,1,0,1
649,0,0,1,0,1
650,0,0,0,0,0
651,1,1,1,0,1
652,0,1,0,0,0
653,0,1,0,1,0
654,1,0,1,1,1
655,0,0,0,0,0
656,1,1,1,1,0
657,0,0,0,0,0
658,1,1,1,0,1
659,0,1,1,1,1
660,0,0,0,0,0
661,0,1,0,0,0
662,0,1,1,0,0
663,0,1,0,0,0
664,1,1,0,1,1
665,0,0,1,1,0
666,0,0,0,0,0
667,0,0,0,1,0
668,0,1,0,0,1
669,0,1,1,0,1
670,1,1,1,0,0
671,0,0,1,1,0
672,0,0,0,1,1
673,1,1,1,0,0
674,0,0,1,0,1
675,1,1,1,1,1
676,1,0,1,1,0
677,1,1,1,1,0
678,0,0,1,1,0
679,1,1,0,0,0
680,0,0,0,1,1
681,1,0,0,1,0
682,1,0,0,1,0
683,1,1,1,0,1
684,1,0,1,0,0
685,1,1,0,1,0
686,1,1,0,1,1
687,1,1,1,0,0
688,1,1,1,0,1
689,0,0,0,1,1
690,1,1,1,1,0
691,1,1,1,0,0
692,1,0,1,0,1
693,1,1,0,0,1
694,0,0,1,0,0
695,1,1,1,0,1
696,0,0,1,0,1
697,0,0,0,0,1
698,1,0,0,0,0
699,0,0,0,0,0
700,0,1,0,0,1
701,1,1,0,1,1
702,1,1,0,1,1
703,0,0,0,0,0
704,1,1,0,0,1
705,1,0,0,0,1
706,1,1,0,1,1
707,1,1,1,1,1
708,1,1,0,1,0
709,1,0,1,1,0
710,1,0,0,0,0
711,0,1,1,0,1
712,1,1,0,1,0
713,1,1,1,1,1
714,0,1,0,1,1
715,1,0,0,0,0
716,1,1,0,0,1
717,1,1,1,1,1
718,0,0,0,1,1
719,1,0,0,0,0
720,1,0,0,1,1
721,1,0,1,1,1
722,1,0,1,1,0
723,1,1,1,1,1
724,0,1,1,1,0
725,0,0,1,0,0
726,1,0,1,0,0
727,0,0,1,1,0
728,1,0,1,1,1
729,1,1,1,0,1
730,0,0,0,0,1
731,0,0,1,0,1
732,1,1,0,1,1
733,1,0,1,0,1
734,0,1,1,1,0
735,1,0,1,0,0
736,0,1,0,0,0
737,0,1,1,1,0
738,0,1,1,1,0
739,1,1,1,1,0
740,1,1,1,1,1
741,0,1,1,1,1
742,1,1,0,1,1
743,1,1,0,0,1
744,1,1,0,1,1
745,0,1,1,0,1
746,1,1,1,1,0
747,0,0,0,0,1
748,0,0,1,0,1
749,1,1,1,1,1
750,1,0,1,1,1
751,0,0,0,0,1
752,0,1,1,0,0
753,1,1,0,1,1
754,1,0,1,1,1
755,1,1,1,1,1
756,0,1,0,1,1
757,0,1,0,1,1
758,1,0,0,0,1
759,0,0,0,0,1
760,1,1,1,1,0
761,1,1,1,0,0
762,1,0,1,0,0
763,1,0,1,0,0
764,0,0,0,0,1
765,0,1,0,1,0
766,1,1,0,1,1
767,1,0,0,1,1
768,0,0,0,0,1
769,0,1,1,1,1
770,1,1,1,1,1
771,1,0,0,1,0
772,1,1,0,1,1
773,1,1,1,1,1
774,1,1,0,0,0
775,0,0,0,1,1
776,1,0,0,0,0
777,0,0,0,0,0
778,1,0,0,0,1
779,1,0,0,0,1
780,1,1,1,1,1
781,1,1,1,1,1
782,0,0,0,1,1
783,1,1,0,0,0
784,0,1,1,1,0
785,0,0,0,0,1
786,1,1,1,0,1
787,0,0,0,0,0
788,0,0,0,1,0
789,1,1,0,1,1
790,1,0,0,0,0
791,1,0,0,1,1
792,0,0,0,1,0
793,1,1,1,1,1
794,0,0,1,1,1
795,1,0,0,0,1
796,1,0,1,1,1
797,0,0,1,0,0
798,0,1,0,1,1
799,1,1,0,1,0
800,0,0,0,1,0
801,0,1,1,1,1
802,1,1,1,1,1
803,1,0,0,0,0
804,0,1,0,0,0
805,1,0,0,1,1
806,0,0,1,1,1
807,1,0,0,0,1
808,0,1,1,1,0
809,1,0,1,1,0
810,0,0,1,0,0
811,1,1,0,1,0
812,0,0,1,1,1
813,1,1,1,1,0
814,0,0,0,0,0
815,1,0,1,1,1
816,0,0,0,1,0
817,1,1,1,1,1
818,0,0,0,0,0
819,0,0,1,0,1
820,0,0,0,0,1
821,1,1,1,1,1
822,1,0,0,0,0
823,1,1,1,1,1
824,1,1,1,1,1
825,1,0,0,0,0
826,0,0,0,0,0
827,1,1,0,1,0
828,0,0,0,1,1
829,0,0,0,0,0
830,0,1,0,0,0
831,0,1,1,1,0
832,1,0,1,1,1
833,1,1,0,0,1
834,0,0,0,1,0
835,1,0,0,1,1
836,0,1,0,0,0
837,0,0,0,1,0
838,0,0,0,0,0
839,1,1,1,0,1
840,0,1,1,0,0
841,1,0,1,0,1
842,0,0,1,1,0
843,1,0,1,0,0
844,1,1,0,1,1
845,0,0,1,0,0
846,1,1,1,1,0
847,1,0,0,1,0
848,1,1,0,1,1
849,1,1,1,1,1
850,1,0,1,1,1
851,1,0,1,1,1
852,0,1,0,0,1
853,1,1,1,1,0
854,0,0,0,0,0
855,1,1,0,0,0
856,0,1,1,1,1
857,1,1,1,1,1
858,1,1,1,1,0
859,1,0,0,0,0
860,1,0,1,1,0
861,1,1,0,0,1
862,1,1,0,1,1
863,1,0,1,0,1
864,0,0,0,0,0
865,1,1,0,1,0
866,1,1,1,0,1
867,1,1,0,0,1
868,1,0,0,1,0
869,0,0,0,1,1
870,0,1,1,0,1
871,0,1,1,1,1
872,0,0,0,1,1
873,1,1,0,0,0
874,1,1,0,0,0
875,1,1,1,1,1
876,1,1,0,1,1
877,0,0,0,1,0
878,0,0,1,0,1
879,1,1,1,1,1
880,0,0,0,0,1
881,0,0,0,0,0
882,1,1,1,1,1
883,0,0,0,0,0
884,1,0,0,0,1
885,1,0,0,0,0
886,0,0,0,0,0
887,0,1,1,1,0
888,1,1,1,1,1
889,0,0,0,0,1
890,0,0,0,1,0
891,0,1,0,1,0
892,0,0,0,1,0
893,1,1,0,1,0
894,0,0,0,0,1
895,0,0,1,0,0
896,0,0,0,1,0
897,0,0,1,1,0
898,0,1,1,1,0
899,0,1,1,0,0
900,0,1,0,0,0
901,1,0,0,0,0
902,0,1,1,0,0
903,0,1,0,0,0
904,1,0,1,1,1
905,1,1,1,1,1
906,0,1,1,1,0
907,1,0,0,1,0
908,0,0,1,1,1
909,1,0,0,1,0
910,1,0,1,1,1
911,1,1,1,1,1
912,0,0,1,1,0
913,1,0,1,1,0
914,1,0,0,1,0
915,0,1,0,1,0
916,1,0,0,0,1
917,0,1,1,1,1
918,0,1,0,0,1
919,0,1,1,1,0
920,1,0,1,1,0
921,1,1,1,0,1
922,1,0,1,0,0
923,1,1,1,0,0
924,0,0,0,1,0
925,1,0,0,0,0
926,0,1,1,1,1
927,0,1,1,1,0
928,1,0,1,1,1
929,1,1,1,1,0
930,1,1,1,1,0
931,1,0,0,0,0
932,1,1,1,0,0
933,0,1,1,1,1
934,1,1,1,1,0
935,0,0,1,1,1
936,1,1,1,0,0
937,0,0,0,0,0
938,1,0,0,0,0
939,1,1,0,1,1
940,0,0,0,1,0
941,0,1,0,1,0
942,1,1,1,1,1
943,1,1,1,1,0
944,0,0,1,1,1
945,0,0,0,1,0
946,0,1,1,0,1
947,1,0,1,0,1
948,0,0,1,0,0
949,1,0,0,0,0
950,0,1,1,0,1
951,1,1,1,0,1
952,1,0,0,1,1
953,0,0,1,1,1
954,0,1,0,0,0
955,0,1,1,1,1
956,0,1,0,0,1
957,1,1,1,1,1
958,0,0,1,0,1
959,0,1,1,1,1
960,1,0,0,0,0
961,0,0,1,0,1
962,0,1,1,1,1
963,0,0,0,0,1
964,0,0,0,0,1
965,1,0,0,0,0
966,1,0,0,1,1
967,1,1,1,0,1
968,0,0,0,1,0
969,1,0,0,0,1
970,1,1,0,0,0
971,1,0,0,0,0
972,1,1,0,0,0
973,1,1,1,1,1
974,0,1,1,0,1
975,0,0,0,0,0
976,0,0,0,1,0
977,1,1,0,1,1
978,0,0,1,0,1
979,0,0,1,0,1
980,1,1,0,1,1
981,1,1,0,1,1
982,0,1,1,1,1
983,1,0,0,0,1
984,1,1,0,0,0
985,1,1,0,0,1
986,0,1,0,0,0
987,1,0,0,1,1
988,0,1,0,1,0
989,1,1,0,0,1
990,1,0,1,0,1
991,1,1,1,0,1
992,1,0,1,1,1
993,0,1,1,0,0
994,1,1,1,0,1
995,1,1,1,1,0
996,0,0,1,1,0
997,0,0,1,1,0
998,0,1,1,0,1
999,1,0,1,0,1
1000,1,0,0,0,0
1001,1,0,1,1,1
1002,0,0,0,1,1
1003,1,0,0,0,0
1004,1,0,1,1,0
1005,1,0,0,1,1
1006,1,0,0,0,1
1007,1,0,1,1,0
1008,1,1,1,1,1
1009,0,1,1,1,0
1010,1,1,1,0,1
1011,0,0,0,0,1
1012,1,1,0,1,1
1013,0,1,1,1,0
1014,0,0,0,1,1
1015,0,0,0,0,1
1016,1,1,1,0,0
1017,0,0,0,0,0
1018,1,1,0,0,0
1019,1,1,0,0,1
1020,1,1,1,1,1
1021,0,1,1,1,1
1022,1,1,0,0,1
1023,0,1,0,0,0
1024,1,1,1,0,0
1025,1,1,1,1,0
1026,0,1,0,0,0
1027,1,1,0,0,0
1028,0,0,0,0,0
1029,1,0,1,0,1
1030,0,0,1,0,1
1031,0,1,0,0,1
1032,0,0,0,0,0
1033,0,1,1,1,0
1034,0,0,0,1,1
1035,1,1,1,1,0
1036,0,0,0,1,1
1037,0,1,1,0,1
1038,1,0,1,1,1
1039,1,1,0,1,1
1040,0,1,0,0,1
1041,0,0,0,0,0
1042,1,1,0,1,1
1043,1,0,1,1,0
1044,0,0,0,0,1
1045,1,0,1,1,1
1046,1,1,1,1,1
1047,1,1,0,1,0
1048,1,1,1,1,0
1049,0,1,0,1,1
1050,0,0,0,1,0
1051,1,0,1,0,1
1052,1,1,0,1,0
1053,0,0,0,0,0
1054,1,1,1,1,1
1055,1,1,0,1,0
1056,1,1,0,1,1
1057,0,0,1,0,1
1058,0,0,0,1,1
1059,0,0,0,1,1
1060,0,0,0,0,1
1061,1,0,0,1,1
1062,1,1,0,1,0
1063,1,0,1,1,0
1064,1,0,0,1,0
1065,1,1,1,1,1
1066,1,0,0,1,0
1067,1,0,0,0,1
1068,1,0,0,0,1
1069,1,1,1,1,1
1070,1,0,1,1,0
1071,0,1,1,1,0
1072,0,1,0,0,0
1073,0,0,0,1,1
1074,1,0,1,0,0
1075,0,1,1,0,0
1076,1,1,1,1,0
1077,1,1,0,1,0
1078,0,0,1,1,0
1079,1,1,0,0,1
1080,1,0,1,0,1
1081,1,1,0,1,0
1082,1,1,1,1,1
1083,1,1,0,1,0
1084,1,1,0,0,0
1085,0,0,0,0,0
1086,0,1,1,1,1
1087,1,1,1,0,1
1088,1,1,0,1,1
1089,0,1,1,0,1
1090,1,1,0,0,1
1091,0,1,0,0,1
1092,0,1,0,0,1
1093,1,0,1,0,0
1094,1,0,0,1,0
1095,1,1,1,0,0
1096,1,0,1,1,1
1097,0,1,1,1,1
1098,0,1,1,1,0
1099,1,0,0,0,0
1100,1,0,0,1,0
1101,0,1,0,1,0
1102,1,0,1,0,0
1103,0,0,0,0,1
1104,1,0,0,0,1
1105,0,1,1,0,0
1106,0,1,1,1,0
1107,0,1,1,1,0
1108,1,0,1,0,0
1109,0,1,1,1,1
1110,0,1,1,1,0
1111,1,0,0,0,0
1112,0,0,0,0,0
1113,1,1,0,1,0
1114,1,0,1,1,1
1115,0,1,0,0,0
1116,1,1,0,1,0
1117,0,1,0,0,0
1118,1,1,1,1,1
1119,1,0,0,1,1
1120,0,0,0,1,1
1121,1,0,1,1,0
1122,1,1,0,1,1
1123,0,1,0,1,1
1124,1,1,1,0,1
1125,1,1,1,1,1
1126,1,0,1,0,1
1127,0,0,1,1,1
1128,0,1,1,0,0
1129,1,1,1,0,0
1130,0,0,1,0,0
1131,1,1,1,0,1
1132,0,1,1,0,0
1133,0,1,0,1,1
1134,0,0,1,1,1
1135,0,0,0,0,0
1136,0,0,1,0,1
1137,1,1,1,1,0
1138,1,1,0,1,0
1139,0,1,1,1,1
1140,0,0,1,0,1
1141,0,0,0,0,1
1142,0,1,0,0,1
1143,0,0,1,1,1
1144,0,1,1,1,0
1145,0,0,1,0,0
1146,0,1,1,1,1
1147,0,0,0,0,0
1148,0,0,0,0,1
1149,1,1,1,0,1
